Region,Year,Month,temperature_2m_max,precipitation_sum,vapour_pressure_deficit_max,soil_moisture_0_to_7cm_mean,relative_humidity_2m_mean
MB4,2003,1,-13.62580645,0.44516129,0.055483871,0.30016129,78.96774194
MB4,2003,2,-14.28928571,0.267857143,0.050714286,0.296821429,77.75
MB4,2003,3,-5.264516129,0.464516129,0.159032258,0.362129032,78.87096774
MB4,2003,4,8.116666667,2.343333333,0.617,0.376666667,70.53333333
MB4,2003,5,15.79677419,1.558064516,1.008709677,0.335516129,65.77419355
MB4,2003,6,19.51,2.67,1.084333333,0.3169,71.93333333
MB4,2003,7,22.82258065,2.432258065,1.308709677,0.271193548,73.22580645
MB4,2003,8,25.72580645,0.474193548,2.007096774,0.171580645,61.22580645
MB4,2003,9,15.64666667,1.303333333,1.037,0.2383,67.5
MB4,2003,10,10.67096774,1.048387097,0.75,0.238387097,71.77419355
MB4,2003,11,-5.186666667,0.303333333,0.119666667,0.289166667,80.6
MB4,2003,12,-6.509677419,0.470967742,0.069354839,0.30316129,84.90322581
MB4,2004,1,-17.24193548,0.835483871,0.036774194,0.291935484,77.35483871
MB4,2004,2,-7.8,0.2,0.072413793,0.287275862,83.86206897
MB4,2004,3,-1.687096774,1.04516129,0.136774194,0.342806452,82.74193548
MB4,2004,4,8.4,0.413333333,0.68,0.3509,60.9
MB4,2004,5,11.02903226,4.012903226,0.680322581,0.323129032,66.35483871
MB4,2004,6,16.24333333,1.906666667,0.857,0.349933333,73.66666667
MB4,2004,7,20.87741935,2.309677419,1.083225806,0.301967742,75.25806452
MB4,2004,8,17.12580645,3.877419355,0.770322581,0.331806452,78.22580645
MB4,2004,9,17.27666667,0.6,0.854333333,0.317966667,74.46666667
MB4,2004,10,7.777419355,1.383870968,0.510645161,0.299806452,73.80645161
MB4,2004,11,2.163333333,0.18,0.321666667,0.323833333,70.16666667
MB4,2004,12,-9.396774194,1.116129032,0.077096774,0.374258065,77.70967742
MB4,2005,1,-15.92580645,0.535483871,0.039032258,0.393,79.06451613
MB4,2005,2,-8.375,0.078571429,0.079642857,0.35975,81.32142857
MB4,2005,3,-3.241935484,1.083870968,0.128064516,0.401870968,81.38709677
MB4,2005,4,10.62666667,0.336666667,0.754333333,0.3414,63.03333333
MB4,2005,5,13.32258065,2.383870968,0.83516129,0.318225806,66.87096774
MB4,2005,6,18.63,5.763333333,0.819333333,0.372866667,79.5
MB4,2005,7,22.27096774,2.548387097,1.102903226,0.337354839,75.96774194
MB4,2005,8,20.18387097,2.912903226,1.083548387,0.263096774,73.87096774
MB4,2005,9,16.97666667,0.49,0.903,0.300533333,71.56666667
MB4,2005,10,9.070967742,0.770967742,0.450645161,0.294580645,79.09677419
MB4,2005,11,-1.083333333,1.513333333,0.164666667,0.344066667,80.46666667
MB4,2005,12,-6.538709677,0.616129032,0.066774194,0.359258065,84
MB4,2006,1,-4.893548387,0.832258065,0.07,0.330870968,86.87096774
MB4,2006,2,-10.3,0.585714286,0.069285714,0.317071429,79.92857143
MB4,2006,3,-3.529032258,0.974193548,0.132580645,0.325451613,81.03225806
MB4,2006,4,12.32666667,1.876666667,0.758666667,0.391733333,73.33333333
MB4,2006,5,15.23870968,2.35483871,0.821612903,0.350193548,73.5483871
MB4,2006,6,20.23,2.78,1.016666667,0.36,75.86666667
MB4,2006,7,24.7483871,0.570967742,1.550645161,0.200387097,68.93548387
MB4,2006,8,23.52258065,1.851612903,1.559354839,0.220548387,66.06451613
MB4,2006,9,16.62333333,1.746666667,0.967333333,0.242966667,71.63333333
MB4,2006,10,5.535483871,0.719354839,0.447419355,0.296580645,70.61290323
MB4,2006,11,-2.91,1.57,0.177,0.331433333,75.23333333
MB4,2006,12,-6.551612903,0.55483871,0.071935484,0.320903226,83.41935484
MB4,2007,1,-9.864516129,0.329032258,0.061612903,0.30016129,81.32258065
MB4,2007,2,-14.00357143,0.789285714,0.0575,0.2935,78.60714286
MB4,2007,3,-0.406451613,1.35483871,0.192258065,0.350258065,80.96774194
MB4,2007,4,9.013333333,0.396666667,0.814666667,0.3693,57.13333333
MB4,2007,5,14.37096774,3.032258065,0.804193548,0.342322581,72.06451613
MB4,2007,6,19.71333333,4.99,0.992,0.361033333,75.76666667
MB4,2007,7,25.02580645,2.183870968,1.344516129,0.306870968,74.61290323
MB4,2007,8,20.36451613,1.429032258,1.112258065,0.248354839,71.70967742
MB4,2007,9,15.96,1.366666667,0.906333333,0.260666667,72.23333333
MB4,2007,10,9.470967742,0.819354839,0.515483871,0.289806452,75.22580645
MB4,2007,11,-1.856666667,0.536666667,0.248,0.277166667,70.56666667
MB4,2007,12,-11.99354839,0.587096774,0.042903226,0.279612903,83.29032258
MB4,2008,1,-11.69677419,0.093548387,0.06483871,0.276548387,79.80645161
MB4,2008,2,-10.59310345,0.244827586,0.075517241,0.276931034,78.37931034
MB4,2008,3,-2.606451613,1.003225806,0.152580645,0.350064516,79.64516129
MB4,2008,4,7.92,0.473333333,0.690333333,0.369866667,59.7
MB4,2008,5,14.10967742,1.287096774,1.080322581,0.265322581,56.64516129
MB4,2008,6,18.41666667,3.393333333,1.107,0.3153,71.6
MB4,2008,7,21.39354839,4.448387097,1.115483871,0.326935484,75.22580645
MB4,2008,8,22.81935484,2.612903226,1.350322581,0.272709677,70.93548387
MB4,2008,9,15,1.116666667,0.756666667,0.307866667,74.7
MB4,2008,10,8.996774194,1.696774194,0.52516129,0.329580645,72.5483871
MB4,2008,11,0.036666667,0.283333333,0.229,0.311933333,75.33333333
MB4,2008,12,-16.31612903,0.619354839,0.053870968,0.308,74.93548387
MB4,2009,1,-14.53548387,0.338709677,0.048387097,0.308,78.77419355
MB4,2009,2,-11.82142857,1.096428571,0.058571429,0.308785714,80.53571429
MB4,2009,3,-5.087096774,0.319354839,0.108064516,0.357193548,82
MB4,2009,4,7.543333333,1.276666667,0.585333333,0.388866667,68.23333333
MB4,2009,5,13.17419355,1.251612903,0.906129032,0.334387097,64.35483871
MB4,2009,6,19.92,1.486666667,1.439666667,0.248366667,64.36666667
MB4,2009,7,20.60967742,2.074193548,1.272258065,0.230225806,68.25806452
MB4,2009,8,20.16129032,3.509677419,1.054516129,0.305967742,77.22580645
MB4,2009,9,21.89333333,0.576666667,1.438666667,0.2287,68.8
MB4,2009,10,4.574193548,1.880645161,0.317419355,0.334677419,79.51612903
MB4,2009,11,4.18,0.036666667,0.374666667,0.297433333,71.96666667
MB4,2009,12,-13.98387097,0.412903226,0.056774194,0.281064516,78.03225806
MB4,2010,1,-10.89032258,0.622580645,0.053225806,0.282129032,81.90322581
MB4,2010,2,-9.489285714,0.192857143,0.068214286,0.283,83.17857143
MB4,2010,3,3.825806452,0.093548387,0.41516129,0.370193548,72.25806452
MB4,2010,4,13.09,1.533333333,1.037333333,0.292633333,56
MB4,2010,5,12.96774194,4.374193548,0.856129032,0.357870968,70.35483871
MB4,2010,6,18.64,4.813333333,0.862333333,0.381266667,78.76666667
MB4,2010,7,21.80322581,2.267741935,1.087741935,0.335,77.51612903
MB4,2010,8,20.56129032,4.387096774,0.937096774,0.344516129,78.38709677
MB4,2010,9,14.02333333,2.193333333,0.712333333,0.364466667,74.6
MB4,2010,10,11.17096774,1.429032258,0.633548387,0.298709677,74.06451613
MB4,2010,11,-3.513333333,1.14,0.156,0.358866667,82.53333333
MB4,2010,12,-12.80645161,0.477419355,0.042580645,0.330580645,82.74193548
MB4,2011,1,-14.99677419,0.577419355,0.042580645,0.321580645,79.80645161
MB4,2011,2,-11.04285714,0.314285714,0.071785714,0.320392857,78.96428571
MB4,2011,3,-6.390322581,0.570967742,0.101935484,0.322709677,80.51612903
MB4,2011,4,5.86,2.37,0.458333333,0.397233333,74.2
MB4,2011,5,12.54516129,3,0.716774194,0.368774194,70.58064516
MB4,2011,6,18.91666667,2.496666667,0.955,0.366733333,75.53333333
MB4,2011,7,23.4,2.809677419,1.368387097,0.266548387,71.35483871
MB4,2011,8,23.3516129,1.4,1.453870968,0.252870968,69.16129032
MB4,2011,9,16.06666667,0.733333333,0.815666667,0.239366667,73.86666667
MB4,2011,10,9.796774194,0.912903226,0.537096774,0.250612903,76.48387097
MB4,2011,11,-1.403333333,0.836666667,0.168666667,0.2671,80.3
MB4,2011,12,-4.448387097,0.3,0.110322581,0.275193548,79.41935484
MB4,2012,1,-7.464516129,0.258064516,0.094193548,0.300677419,79.22580645
MB4,2012,2,-4.917241379,0.062068966,0.111034483,0.310310345,81.5862069
MB4,2012,3,4.858064516,0.867741935,0.442903226,0.358354839,74.32258065
MB4,2012,4,9.31,1.763333333,0.67,0.3489,63.8
MB4,2012,5,13.49032258,3.677419355,0.768709677,0.349967742,71.61290323
MB4,2012,6,19.92666667,3.626666667,1.045,0.3526,74.46666667
MB4,2012,7,24.5516129,2.632258065,1.35516129,0.292,75.41935484
MB4,2012,8,22.43548387,2.296774194,1.31483871,0.28983871,72.09677419
MB4,2012,9,18.01666667,0.04,1.378,0.170966667,55.5
MB4,2012,10,6.219354839,1.122580645,0.471290323,0.244612903,72
MB4,2012,11,-4.846666667,1.8,0.081,0.302666667,84.63333333
MB4,2012,12,-13.41935484,0.151612903,0.037419355,0.28983871,82.58064516
MB4,2013,1,-12.78709677,0.783870968,0.047419355,0.275774194,80.25806452
MB4,2013,2,-9.560714286,0.271428571,0.064285714,0.269928571,82.67857143
MB4,2013,3,-7.935483871,0.835483871,0.090322581,0.266322581,81.38709677
MB4,2013,4,-0.066666667,1.143333333,0.203333333,0.307,79.63333333
MB4,2013,5,15.01612903,1.580645161,0.973870968,0.345677419,65.77419355
MB4,2013,6,19.87666667,3.386666667,1.107,0.3355,71.7
MB4,2013,7,21.77096774,2.722580645,1.244516129,0.305967742,71.19354839
MB4,2013,8,23.51612903,1.070967742,1.592903226,0.224193548,69.19354839
MB4,2013,9,19.62666667,3.09,1.203,0.256933333,68.23333333
MB4,2013,10,7.051612903,1.741935484,0.514193548,0.335967742,71.48387097
MB4,2013,11,-3.05,0.67,0.177,0.325133333,75.73333333
MB4,2013,12,-17.1,0.561290323,0.04,0.319258065,76.87096774
MB4,2014,1,-13.07419355,0.903225806,0.057096774,0.315870968,77.25806452
MB4,2014,2,-16.78214286,0.55,0.050714286,0.308285714,75.71428571
MB4,2014,3,-7.125806452,0.432258065,0.103225806,0.31483871,79.03225806
MB4,2014,4,2.74,2.223333333,0.321666667,0.398466667,75.76666667
MB4,2014,5,14.93870968,1.977419355,1.025483871,0.358387097,65.38709677
MB4,2014,6,17.89666667,7.89,0.811666667,0.354233333,77.06666667
MB4,2014,7,21.54516129,1.664516129,1.153870968,0.317451613,73
MB4,2014,8,21.86774194,4.312903226,1.086451613,0.319258065,77.93548387
MB4,2014,9,16.3,1.93,0.824666667,0.3413,74.53333333
MB4,2014,10,9.609677419,0.912903226,0.563870968,0.321225806,72
MB4,2014,11,-6.303333333,0.616666667,0.166333333,0.337966667,70.53333333
MB4,2014,12,-7.893548387,0.277419355,0.068387097,0.352290323,83.83870968
MB4,2015,1,-9.538709677,0.532258065,0.064193548,0.346032258,80.93548387
MB4,2015,2,-15.38928571,0.632142857,0.052857143,0.334178571,76.17857143
MB4,2015,3,1.232258065,0.906451613,0.322258065,0.385709677,73.35483871
MB4,2015,4,10.03333333,0.346666667,0.850333333,0.3287,54.06666667
MB4,2015,5,15.99032258,1.425806452,1.251612903,0.271774194,57
MB4,2015,6,22.04333333,1.953333333,1.541666667,0.251733333,62.2
MB4,2015,7,24.11612903,3.080645161,1.432580645,0.248645161,71.90322581
MB4,2015,8,22.7,2.109677419,1.390967742,0.264935484,71.74193548
MB4,2015,9,17.99333333,1.463333333,1.055666667,0.2621,69.36666667
MB4,2015,10,10.48709677,1.577419355,0.591290323,0.291387097,75.06451613
MB4,2015,11,0.666666667,0.72,0.205666667,0.3331,80.03333333
MB4,2015,12,-6.577419355,0.487096774,0.089354839,0.312064516,83.96774194
MB4,2016,1,-10.26129032,0.3,0.057741935,0.299193548,83.32258065
MB4,2016,2,-5.451724138,0.548275862,0.091034483,0.330655172,83.65517241
MB4,2016,3,1.706451613,1.496774194,0.292580645,0.378483871,76.32258065
MB4,2016,4,7.033333333,1.503333333,0.599666667,0.3699,62.33333333
MB4,2016,5,18.3483871,2.109677419,1.354193548,0.267903226,59.90322581
MB4,2016,6,21.21333333,3.763333333,1.255,0.3362,69.4
MB4,2016,7,22.28387097,4.841935484,1.071935484,0.352,78.58064516
MB4,2016,8,21.59354839,1.6,1.161290323,0.311612903,74.12903226
MB4,2016,9,16.9,2.3,0.935666667,0.288666667,70.96666667
MB4,2016,10,7.567741935,3.316129032,0.327096774,0.384741935,82.29032258
MB4,2016,11,4.93,0.606666667,0.297,0.355733333,80.93333333
MB4,2016,12,-10.37741935,1.061290323,0.081935484,0.335483871,76.64516129
MB4,2017,1,-8.522580645,0.477419355,0.069677419,0.348064516,82.19354839
MB4,2017,2,-5.857142857,0.275,0.115,0.370392857,79.21428571
MB4,2017,3,-3.45483871,1.183870968,0.150967742,0.420580645,79.19354839
MB4,2017,4,9.823333333,0.736666667,0.772333333,0.355566667,60.8
MB4,2017,5,16.47419355,1.103225806,1.214193548,0.241,58.61290323
MB4,2017,6,20.23333333,3.036666667,1.385333333,0.255566667,65.53333333
MB4,2017,7,25.1516129,1.193548387,1.777096774,0.226322581,67.09677419
MB4,2017,8,23.42258065,1.15483871,1.71516129,0.203258065,63.03225806
MB4,2017,9,17.93333333,1.836666667,1.196,0.245966667,66.13333333
MB4,2017,10,9.616129032,0.8,0.641290323,0.295677419,69.4516129
MB4,2017,11,-3.47,0.776666667,0.145333333,0.289733333,79.13333333
MB4,2017,12,-8.596774194,0.577419355,0.116774194,0.318967742,77.70967742
MB4,2018,1,-8.567741935,0.396774194,0.083225806,0.32483871,78.77419355
MB4,2018,2,-11.06785714,0.171428571,0.1,0.339071429,74.71428571
MB4,2018,3,-3.651612903,1.377419355,0.115483871,0.333677419,82.80645161
MB4,2018,4,3.47,0.376666667,0.505333333,0.336466667,69.33333333
MB4,2018,5,20.92903226,1.596774194,1.774193548,0.215193548,52.51612903
MB4,2018,6,22.52666667,4.71,1.439333333,0.3139,69.83333333
MB4,2018,7,23.53870968,2.287096774,1.419354839,0.279354839,70.93548387
MB4,2018,8,24.50967742,0.229032258,1.817096774,0.170967742,66.80645161
MB4,2018,9,13.18,2.623333333,0.829,0.255466667,72.26666667
MB4,2018,10,5.112903226,1.448387097,0.388387097,0.332516129,77.03225806
MB4,2018,11,-4.476666667,1.023333333,0.151666667,0.3193,76.5
MB4,2018,12,-6.616129032,0.251612903,0.07,0.319774194,84.25806452
MB4,2019,1,-12.73548387,0.767741935,0.050322581,0.312935484,80.22580645
MB4,2019,2,-17.77857143,0.753571429,0.043571429,0.315178571,76.75
MB4,2019,3,-2.025806452,0.1,0.217741935,0.329451613,77.29032258
MB4,2019,4,9.336666667,0.803333333,0.784,0.353166667,59.8
MB4,2019,5,15.58387097,0.564516129,1.302903226,0.231096774,54.25806452
MB4,2019,6,21.42,2.176666667,1.511333333,0.2234,63.26666667
MB4,2019,7,23.53548387,2.016129032,1.417419355,0.279580645,71.41935484
MB4,2019,8,21.40967742,2.574193548,1.281290323,0.259580645,71.5483871
MB4,2019,9,16.18333333,3.2,0.784,0.364166667,78.86666667
MB4,2019,10,5.225806452,1.1,0.374193548,0.36283871,76.96774194
MB4,2019,11,-2.56,0.826666667,0.174333333,0.339633333,77.66666667
MB4,2019,12,-8.403225806,0.225806452,0.061290323,0.344,84.19354839
MB4,2020,1,-9.583870968,0.648387097,0.061612903,0.34216129,81.70967742
MB4,2020,2,-6.444827586,0.351724138,0.090344828,0.342310345,80.65517241
MB4,2020,3,-0.674193548,0.887096774,0.238064516,0.354096774,78.38709677
MB4,2020,4,6.333333333,0.953333333,0.668666667,0.376533333,60.2
MB4,2020,5,15.79354839,0.638709677,1.178387097,0.257193548,58.96774194
MB4,2020,6,21.78666667,3.636666667,1.433666667,0.254566667,66.83333333
MB4,2020,7,24.81290323,1.44516129,1.55,0.281322581,71.96774194
MB4,2020,8,24.35806452,0.941935484,1.742903226,0.210903226,65.64516129
MB4,2020,9,16.6,0.753333333,1.115666667,0.219,63.4
MB4,2020,10,5.529032258,0.458064516,0.539354839,0.215774194,64.12903226
MB4,2020,11,1.353333333,0.4,0.356333333,0.278233333,73.43333333
MB4,2020,12,-3.774193548,0.822580645,0.131935484,0.286225806,81.41935484
MB4,2021,1,-6.703225806,0.74516129,0.075806452,0.31016129,84.41935484
MB4,2021,2,-14.11785714,0.346428571,0.071071429,0.323964286,76.60714286
MB4,2021,3,4.361290323,0.812903226,0.438064516,0.323677419,67.16129032
MB4,2021,4,9.773333333,0.63,0.911333333,0.245733333,53.1
MB4,2021,5,16.33548387,0.567741935,1.416451613,0.180322581,50.90322581
MB4,2021,6,24.19333333,3.38,1.966,0.213833333,58.16666667
MB4,2021,7,26.42903226,2.480645161,1.864516129,0.213548387,66
MB4,2021,8,22.64516129,2.996774194,1.546774194,0.264806452,69.09677419
MB4,2021,9,20.27333333,0.476666667,1.439,0.213966667,59.56666667
MB4,2021,10,11.67096774,1.661290323,0.772580645,0.272580645,70.83870968
MB4,2021,11,0.643333333,1.153333333,0.235666667,0.282433333,79.06666667
MB4,2021,12,-10.98064516,0.893548387,0.080322581,0.322032258,77.87096774
MB4,2022,1,-11.88064516,1.558064516,0.051290323,0.317451613,79.77419355
MB4,2022,2,-12.975,1.171428571,0.057857143,0.378821429,78.64285714
MB4,2022,3,-3.629032258,0.803225806,0.12483871,0.410870968,80.51612903
MB4,2022,4,2.52,1.826666667,0.322666667,0.377266667,75.2
MB4,2022,5,14.95483871,4.058064516,0.89516129,0.355903226,71.25806452
MB4,2022,6,20.57666667,3.593333333,1.238,0.2942,70.26666667
MB4,2022,7,23.67096774,3.387096774,1.339677419,0.301387097,74.93548387
MB4,2022,8,24.48387097,2.680645161,1.487419355,0.260387097,73.90322581
MB4,2022,9,19.56,1.176666667,1.302333333,0.2137,64.9
MB4,2022,10,9.958064516,0.793548387,0.628709677,0.252645161,68.5483871
MB4,2022,11,-2.736666667,1.11,0.163333333,0.258966667,80.06666667
MB4,2022,12,-12.86129032,1.261290323,0.041935484,0.276774194,80.83870968
MB4,2023,1,-8.835483871,0.422580645,0.052580645,0.275193548,85.61290323
MB4,2023,2,-8.607142857,0.514285714,0.081428571,0.274892857,80.71428571
MB4,2023,3,-5.712903226,0.14516129,0.117419355,0.276,78.70967742
MB4,2023,4,5.613333333,1.38,0.510333333,0.311066667,71.73333333
MB4,2023,5,20.47096774,1.909677419,1.468387097,0.241870968,62.48387097
MB4,2023,6,25.1,1.796666667,1.729666667,0.275733333,68.6
MB4,2023,7,22.79354839,0.925806452,1.446774194,0.238612903,69.61290323
MB4,2023,8,23.46774194,1.732258065,1.599354839,0.225129032,70.70967742
MB4,2023,9,20.82,0.886666667,1.338333333,0.2532,69.63333333
MB4,2023,10,8.422580645,2.383870968,0.472903226,0.306451613,76.22580645
MB4,2023,11,0.05,1.08,0.175666667,0.3046,80.1
MB4,2023,12,-1.919354839,0.906451613,0.143870968,0.319967742,81.87096774
MB4,2024,1,-10.04516129,0.903225806,0.061935484,0.325870968,81.96774194
MB4,2024,2,-4.010344828,0.851724138,0.075862069,0.367896552,86.13793103
MB4,2024,3,-5.025806452,1.516129032,0.126129032,0.383870968,79.19354839
MB4,2024,4,10.21333333,1.016666667,0.763666667,0.358266667,63.26666667
MB4,2024,5,15.17741935,2.829032258,0.972258065,0.311870968,70.06451613
MB4,2024,6,18.88666667,4.98,1.097666667,0.340866667,70.96666667
MB4,2024,7,25.35806452,2.722580645,1.441612903,0.316419355,76.93548387
MB4,2024,8,22.78709677,2.787096774,1.302258065,0.281806452,74.16129032
MB4,2024,9,22.53333333,1.363333333,1.515,0.253433333,65.8
MB4,2024,10,12.51612903,0.635483871,0.812258065,0.25083871,65.77419355
MB4,2024,11,-1.626666667,1.993333333,0.203666667,0.256633333,82.76666667
MB4,2024,12,-7.790322581,1.393548387,0.055483871,0.277129032,85
MB5,1995,1,-12.98709677,0.522580645,0.053548387,0.303903226,81.06451613
MB5,1995,2,-10.46071429,0.825,0.078571429,0.293928571,79.46428571
MB5,1995,3,-4.035483871,2.303225806,0.143548387,0.361516129,81.06451613
MB5,1995,4,1.783333333,1.406666667,0.282666667,0.402733333,75.63333333
MB5,1995,5,13.78709677,1.293548387,0.910645161,0.371064516,66.70967742
MB5,1995,6,22.69666667,1.143333333,1.479666667,0.255566667,67.7
MB5,1995,7,22.45806452,1.880645161,1.387741935,0.251709677,70.48387097
MB5,1995,8,21.22580645,4.151612903,1.089354839,0.325258065,74.41935484
MB5,1995,9,16.46333333,0.23,1.033333333,0.2612,67.6
MB5,1995,10,7.887096774,1.474193548,0.486129032,0.287903226,77.22580645
MB5,1995,11,-7.573333333,1.146666667,0.114666667,0.314366667,78.13333333
MB5,1995,12,-13.29032258,0.819354839,0.050322581,0.30083871,80.48387097
MB5,1996,1,-18.88709677,0.470967742,0.049677419,0.29116129,75.64516129
MB5,1996,2,-9.15862069,0.444827586,0.08862069,0.307896552,78.31034483
MB5,1996,3,-6.477419355,0.467741935,0.147419355,0.362225806,74.4516129
MB5,1996,4,3.683333333,1.856666667,0.400333333,0.399266667,72.06666667
MB5,1996,5,12.19354839,0.996774194,0.817096774,0.340032258,65.29032258
MB5,1996,6,20.45666667,1.596666667,1.294333333,0.294066667,68.73333333
MB5,1996,7,21.59032258,2.364516129,1.109677419,0.295709677,75.77419355
MB5,1996,8,22.90967742,2.841935484,1.339032258,0.298870968,71.70967742
MB5,1996,9,14.38333333,1.876666667,0.801,0.298933333,73
MB5,1996,10,6.358064516,1.422580645,0.397096774,0.324483871,77.41935484
MB5,1996,11,-8.443333333,0.57,0.126333333,0.3339,76.33333333
MB5,1996,12,-15.78387097,1.193548387,0.041290323,0.319387097,79.87096774
MB5,1997,1,-15.75806452,0.709677419,0.05,0.308967742,74.93548387
MB5,1997,2,-7.167857143,0.15,0.087142857,0.302214286,81.64285714
MB5,1997,3,-4.541935484,0.790322581,0.153548387,0.327774194,79.90322581
MB5,1997,4,4.69,0.74,0.498333333,0.399133333,68.2
MB5,1997,5,12.92903226,1.516129032,0.872258065,0.344419355,65.80645161
MB5,1997,6,21.8,3.306666667,1.443333333,0.302366667,68.46666667
MB5,1997,7,22.23870968,3.8,1.200967742,0.358612903,75.5483871
MB5,1997,8,21.60967742,2.048387097,1.219677419,0.317258065,73.09677419
MB5,1997,9,17.27333333,1.396666667,0.954333333,0.299,70.06666667
MB5,1997,10,6.877419355,1.425806452,0.428709677,0.322483871,74.90322581
MB5,1997,11,-1.796666667,0.036666667,0.223333333,0.326466667,72.23333333
MB5,1997,12,-2.061290323,0.274193548,0.192580645,0.324935484,77.12903226
MB5,1998,1,-14.2516129,0.883870968,0.046774194,0.319516129,80.61290323
MB5,1998,2,-2.767857143,1.160714286,0.085714286,0.340357143,89.07142857
MB5,1998,3,-3.564516129,0.303225806,0.178064516,0.360483871,79.09677419
MB5,1998,4,12.32,0.253333333,0.911333333,0.342066667,61.33333333
MB5,1998,5,16.48064516,1.851612903,1.109032258,0.303096774,66.90322581
MB5,1998,6,17.56666667,4.866666667,0.890666667,0.330666667,75.4
MB5,1998,7,21.80967742,4.403225806,1.079032258,0.358322581,76
MB5,1998,8,23.36774194,1.319354839,1.368064516,0.281548387,71.93548387
MB5,1998,9,17.67,2.653333333,1.069333333,0.277066667,69.36666667
MB5,1998,10,8.596774194,1.212903226,0.406774194,0.360064516,81.4516129
MB5,1998,11,-1.196666667,0.35,0.198333333,0.339966667,76.8
MB5,1998,12,-11.51290323,0.822580645,0.069354839,0.360774194,79.93548387
MB5,1999,1,-13.88064516,0.348387097,0.060322581,0.361645161,78.25806452
MB5,1999,2,-5.85,0.45,0.101785714,0.336464286,81.96428571
MB5,1999,3,-0.470967742,0.525806452,0.217419355,0.372129032,80.03225806
MB5,1999,4,10.39333333,1.016666667,0.753333333,0.363266667,64.6
MB5,1999,5,13.91612903,4.387096774,0.770322581,0.370677419,71.90322581
MB5,1999,6,17.63,2.663333333,0.856,0.35,75.73333333
MB5,1999,7,20.93870968,3.580645161,1.065806452,0.351419355,75.58064516
MB5,1999,8,20.9516129,1.9,1.021612903,0.318741935,76.03225806
MB5,1999,9,13.98,2.33,0.725333333,0.332666667,72.56666667
MB5,1999,10,7.280645161,0.974193548,0.450645161,0.336580645,73.12903226
MB5,1999,11,2.643333333,0.503333333,0.278,0.330633333,78.86666667
MB5,1999,12,-4.222580645,0.532258065,0.128387097,0.326806452,79.58064516
MB5,2000,1,-13.32903226,0.632258065,0.055483871,0.336709677,79.90322581
MB5,2000,2,-4.975862069,0.237931034,0.14,0.354482759,80.03448276
MB5,2000,3,4.261290323,0.716129032,0.499354839,0.384387097,59.5483871
MB5,2000,4,7.563333333,1.32,0.635,0.363866667,62.46666667
MB5,2000,5,14.27419355,1.832258065,0.93,0.331387097,66.58064516
MB5,2000,6,16.64,3.023333333,0.91,0.353266667,74.23333333
MB5,2000,7,22.16774194,2.322580645,1.123548387,0.338,76.32258065
MB5,2000,8,20.67096774,2.116129032,1.030645161,0.312354839,75.35483871
MB5,2000,9,14.56,1.796666667,0.733,0.335233333,74.53333333
MB5,2000,10,9.035483871,1.232258065,0.512903226,0.290129032,72.16129032
MB5,2000,11,-5.73,2.13,0.082333333,0.340733333,84.76666667
MB5,2000,12,-18.99354839,0.929032258,0.034516129,0.315903226,76.70967742
MB5,2001,1,-6.4,0.135483871,0.082580645,0.308903226,83.74193548
MB5,2001,2,-13.2,0.217857143,0.069285714,0.305178571,76.85714286
MB5,2001,3,-1.65483871,0.35483871,0.168387097,0.325645161,81.41935484
MB5,2001,4,6.666666667,0.606666667,0.516,0.398166667,72.96666667
MB5,2001,5,15.22258065,1.896774194,0.954193548,0.337290323,65.29032258
MB5,2001,6,17.71666667,3.153333333,0.981333333,0.3121,71.96666667
MB5,2001,7,22.29032258,1.893548387,1.166774194,0.31883871,74.90322581
MB5,2001,8,23.67419355,0.693548387,1.59,0.233290323,66.93548387
MB5,2001,9,17.38,1.656666667,1.04,0.242766667,69.06666667
MB5,2001,10,6.138709677,0.629032258,0.472903226,0.258580645,70.12903226
MB5,2001,11,2.17,0.28,0.265333333,0.298866667,77.13333333
MB5,2001,12,-8.025806452,0.35483871,0.079354839,0.284709677,81.83870968
MB5,2002,1,-10.8516129,0.283870968,0.063870968,0.31516129,80.74193548
MB5,2002,2,-5.103571429,0.171428571,0.121071429,0.328071429,81.10714286
MB5,2002,3,-9.409677419,0.593548387,0.113225806,0.350774194,74.61290323
MB5,2002,4,3.83,1,0.473333333,0.3779,66.1
MB5,2002,5,12.91935484,0.596774194,1.097419355,0.279483871,51.29032258
MB5,2002,6,20.32,3.566666667,1.2,0.300966667,72.1
MB5,2002,7,23.52903226,2.367741935,1.398387097,0.27683871,69.87096774
MB5,2002,8,19.26129032,3.793548387,0.816129032,0.346419355,79.93548387
MB5,2002,9,15.64,1.423333333,0.827,0.320433333,73.7
MB5,2002,10,1.629032258,0.548387097,0.314193548,0.299741935,72.87096774
MB5,2002,11,-3.26,0.426666667,0.132,0.323366667,80.73333333
MB5,2002,12,-6.383870968,1.364516129,0.080645161,0.352322581,82.09677419
MB5,2003,1,-13.37096774,0.322580645,0.063225806,0.325967742,77.80645161
MB5,2003,2,-14.19642857,0.357142857,0.060357143,0.325535714,76
MB5,2003,3,-5.412903226,0.596774194,0.165806452,0.377903226,77.93548387
MB5,2003,4,7.81,1.933333333,0.606666667,0.386566667,70.33333333
MB5,2003,5,15.67096774,1.461290323,1.013870968,0.325096774,65.06451613
MB5,2003,6,19.48666667,1.533333333,1.149333333,0.290033333,69.76666667
