Region,Year,Month,temperature_2m_max,precipitation_sum,vapour_pressure_deficit_max,soil_moisture_0_to_7cm_mean,relative_humidity_2m_mean
Illinois,2006,8,28.18387097,2.738709677,1.904516129,0.214,68.38709677
Illinois,2006,9,22.04666667,2.276666667,1.311333333,0.310266667,69.5
Illinois,2006,10,15.21935484,2.35483871,0.989354839,0.302903226,62.70967742
Illinois,2006,11,11.05333333,2.443333333,0.582666667,0.331633333,73.1
Illinois,2006,12,5.251612903,2.580645161,0.312903226,0.375774194,76.19354839
Illinois,2007,1,2.029032258,1.616129032,0.293225806,0.380258065,70.80645161
Illinois,2007,2,-3.210714286,1.964285714,0.206785714,0.3765,68.35714286
Illinois,2007,3,13.60967742,4.116129032,0.761612903,0.381774194,69.16129032
Illinois,2007,4,14.43,2.42,0.968333333,0.357166667,63.23333333
Illinois,2007,5,24.28064516,1.958064516,1.661612903,0.296,62.41935484
Illinois,2007,6,26.98666667,3.566666667,1.893666667,0.2857,65.96666667
Illinois,2007,7,27.72903226,2.241935484,1.856774194,0.266290323,67.29032258
Illinois,2007,8,30.08064516,2.612903226,2.046774194,0.240419355,69.4516129
Illinois,2007,9,27.53,1.11,2.366666667,0.2053,55.73333333
Illinois,2007,10,20.55483871,2.677419355,1.393225806,0.282645161,62.96774194
Illinois,2007,11,9.85,1.476666667,0.645333333,0.304333333,62.6
Illinois,2007,12,2.016129032,2.880645161,0.201290323,0.373806452,80
Illinois,2008,1,1.416129032,2.15483871,0.306774194,0.372548387,64.90322581
Illinois,2008,2,0.510344828,2.965517241,0.26137931,0.391793103,70.17241379
Illinois,2008,3,8.574193548,2.2,0.535806452,0.375677419,66.80645161
Illinois,2008,4,15.05666667,3.323333333,0.824333333,0.373866667,69.63333333
Illinois,2008,5,19.36129032,5.509677419,1.12,0.369548387,68.41935484
Illinois,2008,6,26.34666667,3.57,1.585,0.345566667,71.2
Illinois,2008,7,28.05806452,2.683870968,1.741612903,0.278419355,72.4516129
Illinois,2008,8,27.59354839,0.806451613,1.962580645,0.208354839,65.09677419
Illinois,2008,9,23.27666667,7.466666667,1.183,0.3331,76.13333333
Illinois,2008,10,16.88064516,1.909677419,0.962903226,0.317612903,65.87096774
Illinois,2008,11,8.113333333,1.123333333,0.504333333,0.329833333,67.5
Illinois,2008,12,0.422580645,3.793548387,0.225806452,0.376032258,71.61290323
Illinois,2009,1,-2.035483871,0.535483871,0.246451613,0.366580645,65.58064516
Illinois,2009,2,4.739285714,2.228571429,0.448928571,0.381535714,63.67857143
Illinois,2009,3,11.21935484,5.196774194,0.682258065,0.371516129,63.90322581
Illinois,2009,4,15.08333333,5.85,0.884,0.391366667,67.23333333
Illinois,2009,5,21.39032258,3.764516129,1.262258065,0.348806452,67.29032258
Illinois,2009,6,25.74333333,6.886666667,1.342333333,0.374133333,76.06666667
Illinois,2009,7,24.60322581,2.935483871,1.344516129,0.325354839,73.67741935
Illinois,2009,8,25.56129032,3.087096774,1.404516129,0.282387097,73.38709677
Illinois,2009,9,23.17666667,1.06,1.376,0.271,71.96666667
Illinois,2009,10,12.89032258,5.658064516,0.563548387,0.373032258,75.03225806
Illinois,2009,11,11.76333333,2.48,0.514333333,0.378166667,77.3
Illinois,2009,12,1.361290323,3.441935484,0.240967742,0.381483871,72.41935484
Illinois,2010,1,-3.212903226,1.325806452,0.143225806,0.378806452,77.64516129
Illinois,2010,2,-0.592857143,1.221428571,0.200714286,0.369607143,78.67857143
Illinois,2010,3,11.47741935,2.661290323,0.669354839,0.386612903,71.93548387
Illinois,2010,4,19.72,3.483333333,1.247666667,0.338833333,63.76666667
Illinois,2010,5,21.8483871,3.758064516,1.229032258,0.369935484,71.80645161
Illinois,2010,6,27.59,5.426666667,1.522666667,0.369033333,76.63333333
Illinois,2010,7,29.33225806,4.512903226,1.753225806,0.311451613,73.61290323
Illinois,2010,8,29.28709677,3.390322581,1.870967742,0.297258065,71.12903226
Illinois,2010,9,23.82,3.966666667,1.374,0.3363,69.73333333
Illinois,2010,10,19.19032258,1.158064516,1.406774194,0.266967742,57.41935484
Illinois,2010,11,11.58,1.59,0.751666667,0.282866667,63.16666667
Illinois,2010,12,-1.593548387,2.016129032,0.146451613,0.356451613,78.87096774
Illinois,2011,1,-2.438709677,0.783870968,0.203225806,0.36716129,70.48387097
Illinois,2011,2,1.546428571,2.825,0.251428571,0.381964286,77.82142857
Illinois,2011,3,9.777419355,1.9,0.594516129,0.374580645,67.03225806
Illinois,2011,4,16.37333333,6.516666667,0.865666667,0.3812,70.1
Illinois,2011,5,21.31290323,4.429032258,1.18483871,0.35716129,73.22580645
Illinois,2011,6,26.40666667,5.25,1.410666667,0.369133333,74.93333333
Illinois,2011,7,31.01935484,0.758064516,1.989032258,0.236548387,72.51612903
Illinois,2011,8,28.96774194,1.606451613,2.07483871,0.197129032,65.77419355
Illinois,2011,9,21.96333333,2.666666667,1.549,0.2425,64.23333333
Illinois,2011,10,18.16451613,1.058064516,1.258709677,0.268516129,62.51612903
Illinois,2011,11,11.32333333,3.903333333,0.588,0.352633333,69.5
Illinois,2011,12,5.625806452,1.619354839,0.336451613,0.369032258,74.96774194
Illinois,2012,1,4.219354839,1.032258065,0.341290323,0.362096774,69.70967742
Illinois,2012,2,5.437931034,1.417241379,0.42,0.369965517,69.51724138
Illinois,2012,3,17.5483871,2.206451613,1.00516129,0.365290323,67.83870968
Illinois,2012,4,17.44666667,2.673333333,1.085,0.318166667,61.03333333
Illinois,2012,5,25.17741935,2.735483871,1.913225806,0.283741935,59.12903226
Illinois,2012,6,28.66,1.026666667,2.558,0.2002,53.03333333
Illinois,2012,7,33.42258065,0.606451613,3.376774194,0.154354839,52.38709677
Illinois,2012,8,28.94516129,2.425806452,2.468709677,0.228741935,59.90322581
Illinois,2012,9,22.94333333,3.753333333,1.405666667,0.305333333,67.43333333
Illinois,2012,10,15.60967742,3.45483871,0.888064516,0.315677419,65.25806452
Illinois,2012,11,9.56,0.836666667,0.550333333,0.323166667,69.66666667
Illinois,2012,12,6.05483871,1.777419355,0.378709677,0.344,74.35483871
Illinois,2013,1,2.674193548,2.674193548,0.337419355,0.360354839,61.83870968
Illinois,2013,2,2.271428571,2.325,0.330714286,0.381178571,68.14285714
Illinois,2013,3,4.525806452,1.903225806,0.379677419,0.378387097,71.12903226
Illinois,2013,4,14.7,4.376666667,0.828333333,0.377266667,67
Illinois,2013,5,22.02580645,6.722580645,1.226451613,0.366451613,73.22580645
Illinois,2013,6,25.67333333,2.103333333,1.413,0.3334,74.13333333
Illinois,2013,7,27.1483871,1.703225806,1.827741935,0.224419355,68
Illinois,2013,8,28.33225806,0.74516129,2.147419355,0.188645161,64.5483871
Illinois,2013,9,26.31333333,1.453333333,2.039666667,0.207233333,62.43333333
Illinois,2013,10,17.31290323,2.241935484,1.056451613,0.264516129,67.4516129
Illinois,2013,11,7.38,1.64,0.494333333,0.3425,63.23333333
Illinois,2013,12,0.480645161,1.509677419,0.230645161,0.347225806,69.96774194
Illinois,2014,1,-3.090322581,1.674193548,0.22483871,0.371709677,65.29032258
Illinois,2014,2,-4.032142857,2.3,0.181428571,0.380785714,72.46428571
Illinois,2014,3,6.348387097,1.45483871,0.556129032,0.378193548,64.03225806
Illinois,2014,4,15.95666667,3.363333333,0.905,0.363966667,66.26666667
Illinois,2014,5,21.87741935,3.170967742,1.309354839,0.353354839,68.74193548
Illinois,2014,6,26.37666667,7.53,1.439,0.3674,75.16666667
Illinois,2014,7,25.32258065,2.374193548,1.53483871,0.315709677,70.06451613
Illinois,2014,8,27.6,1.206451613,1.63,0.239870968,74.48387097
Illinois,2014,9,22.89666667,3.11,1.364333333,0.301833333,70.86666667
Illinois,2014,10,15.92903226,3.058064516,0.779354839,0.345903226,71.22580645
Illinois,2014,11,5.766666667,1.33,0.437333333,0.323066667,63.86666667
Illinois,2014,12,3.435483871,0.822580645,0.272903226,0.360645161,73.29032258
Illinois,2015,1,-0.287096774,1.548387097,0.248064516,0.377903226,73.25806452
Illinois,2015,2,-3.107142857,1.221428571,0.213928571,0.378,62.67857143
Illinois,2015,3,9.058064516,0.909677419,0.62,0.361967742,68.09677419
Illinois,2015,4,17.06666667,3.586666667,1.083666667,0.3563,61.9
Illinois,2015,5,22.64516129,4.732258065,1.383548387,0.350096774,69.12903226
Illinois,2015,6,26.21666667,5.673333333,1.476666667,0.3715,76.43333333
Illinois,2015,7,26.93870968,5.432258065,1.44516129,0.355612903,76.93548387
Illinois,2015,8,27.15483871,1.925806452,1.895806452,0.267354839,66.83870968
Illinois,2015,9,26.97666667,1.48,2.124666667,0.232866667,61
Illinois,2015,10,18.69354839,1.570967742,1.350645161,0.194516129,57.83870968
Illinois,2015,11,12.36333333,5.666666667,0.692333333,0.352833333,69.86666667
Illinois,2015,12,7.906451613,5.103225806,0.359677419,0.386935484,78.25806452
Illinois,2016,1,1.125806452,0.796774194,0.276774194,0.371935484,68.16129032
Illinois,2016,2,4.713793103,1.034482759,0.456896552,0.365344828,64.5862069
Illinois,2016,3,12.74516129,2.887096774,0.663870968,0.364032258,70.70967742
Illinois,2016,4,16.22,2.393333333,1.009333333,0.348466667,65.66666667
Illinois,2016,5,21.26129032,3.509677419,1.290322581,0.350096774,69.29032258
Illinois,2016,6,29.08333333,2.13,2.401666667,0.254966667,60.86666667
Illinois,2016,7,28.19354839,2.703225806,1.645806452,0.282774194,75.77419355
Illinois,2016,8,28.39032258,4.251612903,1.683870968,0.277193548,74.96774194
Illinois,2016,9,25.35666667,2.096666667,1.487333333,0.316433333,72.53333333
Illinois,2016,10,20.30645161,1.380645161,1.122258065,0.285709677,69.48387097
Illinois,2016,11,13.54,1.25,0.816,0.2702,68.46666667
Illinois,2016,12,1.096774194,1.203225806,0.279677419,0.33216129,66.16129032
Illinois,2017,1,3.412903226,2,0.301935484,0.357129032,71.12903226
Illinois,2017,2,10.07142857,1.842857143,0.618928571,0.333857143,65.5
Illinois,2017,3,10.04193548,2.874193548,0.590967742,0.341806452,64.87096774
Illinois,2017,4,18.48666667,4.713333333,1.047,0.347866667,67.6
Illinois,2017,5,20.61612903,3.209677419,1.22483871,0.355903226,70.16129032
Illinois,2017,6,27.84333333,3.9,2.203,0.2509,61.9
Illinois,2017,7,29.57096774,2.735483871,2.017096774,0.267322581,71.25806452
Illinois,2017,8,26.55806452,2.574193548,1.779354839,0.260290323,70.87096774
Illinois,2017,9,26.35,0.563333333,2.03,0.223466667,61.83333333
Illinois,2017,10,18.25483871,5.329032258,0.961612903,0.338225806,70.03225806
Illinois,2017,11,9.473333333,1.876666667,0.482333333,0.359966667,70.03333333
Illinois,2017,12,1.519354839,0.667741935,0.362258065,0.328322581,65.35483871
Illinois,2018,1,0.274193548,0.970967742,0.309354839,0.366096774,69.51612903
Illinois,2018,2,3.6,4.575,0.325,0.376428571,73.21428571
Illinois,2018,3,7.641935484,3.041935484,0.548709677,0.374483871,65.83870968
Illinois,2018,4,11.83666667,1.23,0.786333333,0.3518,63.4
Illinois,2018,5,26.53870968,3.338709677,1.811290323,0.279451613,69.25806452
Illinois,2018,6,29.49,3.606666667,2.084333333,0.2764,70.23333333
Illinois,2018,7,28.24193548,1.84516129,1.786129032,0.272806452,71.67741935
Illinois,2018,8,28.32258065,2.448387097,1.711935484,0.303322581,75.29032258
Illinois,2018,9,25.70333333,1.963333333,1.518,0.285666667,72.4
Illinois,2018,10,16.48709677,3.951612903,0.84,0.32816129,71.74193548
Illinois,2018,11,4.556666667,2.726666667,0.324333333,0.363633333,78.03333333
Illinois,2018,12,5.258064516,3.558064516,0.328387097,0.381903226,77.61290323
Illinois,2019,1,-1.535483871,2.503225806,0.176129032,0.382580645,79.16129032
Illinois,2019,2,3.096428571,2.553571429,0.328571429,0.396964286,69.35714286
Illinois,2019,3,7.525806452,3.683870968,0.558709677,0.381225806,65.70967742
Illinois,2019,4,15.93666667,5.216666667,0.890666667,0.389133333,69.3
Illinois,2019,5,21.61612903,7.803225806,1.129354839,0.387677419,76.06451613
Illinois,2019,6,25.79666667,2.023333333,1.479,0.315066667,74.3
Illinois,2019,7,29.37419355,1.483870968,1.852580645,0.252612903,71.93548387
Illinois,2019,8,27.71290323,2.05483871,1.834193548,0.253870968,70.58064516
Illinois,2019,9,26.54,4.46,1.453333333,0.3335,75.63333333
Illinois,2019,10,15.67741935,4.319354839,0.837741935,0.351483871,71.38709677
Illinois,2019,11,6.603333333,1.72,0.406333333,0.3551,72.66666667
Illinois,2019,12,6.303225806,1.5,0.392903226,0.36583871,74.5483871
Illinois,2020,1,2.858064516,2.996774194,0.259354839,0.382741935,77.41935484
Illinois,2020,2,3.803448276,2.027586207,0.392758621,0.365517241,68.34482759
Illinois,2020,3,10.87419355,3.632258065,0.576774194,0.385290323,73.35483871
Illinois,2020,4,14.47,3.963333333,0.874333333,0.343166667,66.9
Illinois,2020,5,19.60967742,4.5,1.023548387,0.35816129,72.70967742
Illinois,2020,6,27.86,2.08,2.026666667,0.247733333,64.93333333
Illinois,2020,7,29.86451613,3.867741935,2.060322581,0.256935484,71.58064516
Illinois,2020,8,28.66451613,0.735483871,2.177419355,0.212354839,67.09677419
Illinois,2020,9,24.09333333,2.19,1.508,0.2708,70
Illinois,2020,10,16.00322581,1.458064516,1.007741935,0.285516129,65.06451613
Illinois,2020,11,12.60666667,1.87,0.713,0.3055,67.43333333
Illinois,2020,12,4.335483871,1.361290323,0.389354839,0.324774194,70.93548387
Illinois,2021,1,1.525806452,2.287096774,0.241612903,0.358032258,78.35483871
Illinois,2021,2,-3.007142857,1.360714286,0.244642857,0.372892857,75.82142857
Illinois,2021,3,12.60322581,2.977419355,0.780645161,0.350741935,65.61290323
Illinois,2021,4,15.94333333,2.24,0.969,0.309933333,66.7
Illinois,2021,5,20.38709677,5.461290323,1.220967742,0.339193548,68.25806452
Illinois,2021,6,27.70333333,7.396666667,1.748666667,0.282033333,70.46666667
Illinois,2021,7,27.37741935,3.474193548,1.441935484,0.31583871,79.19354839
Illinois,2021,8,28.38709677,3.122580645,1.519032258,0.309645161,78.61290323
Illinois,2021,9,26.20333333,0.663333333,1.758666667,0.256333333,66.13333333
Illinois,2021,10,18.68064516,6.083870968,0.848709677,0.344193548,78.25806452
Illinois,2021,11,9.183333333,0.963333333,0.539,0.341333333,66.96666667
Illinois,2021,12,9.238709677,2.070967742,0.425806452,0.353193548,73.83870968
Illinois,2022,1,-0.25483871,0.65483871,0.309677419,0.351096774,60.96774194
Illinois,2022,2,2.296428571,2.9,0.346428571,0.382464286,67.82142857
Illinois,2022,3,10.26451613,4.493548387,0.612903226,0.372193548,68.22580645
Illinois,2022,4,14.48333333,3.036666667,0.801666667,0.375166667,67.53333333
Illinois,2022,5,22.63870968,3.638709677,1.269032258,0.346741935,72.5483871
Illinois,2022,6,27.92333333,3.123333333,2.065333333,0.270833333,64.23333333
Illinois,2022,7,29.06129032,2.367741935,1.925806452,0.256516129,72.19354839
Illinois,2022,8,28.75483871,2.390322581,1.922580645,0.227741935,72.90322581
Illinois,2022,9,24.57333333,1.433333333,1.631,0.252533333,68.7
Illinois,2022,10,17.27096774,2.14516129,1.161935484,0.244193548,62.22580645
Illinois,2022,11,10.22333333,1.843333333,0.66,0.294633333,65.96666667
Illinois,2022,12,3.029032258,2.435483871,0.31516129,0.35016129,69.93548387
Illinois,2023,1,3.816129032,2.074193548,0.26,0.356677419,79.38709677
Illinois,2023,2,7.342857143,3.55,0.491785714,0.365142857,67.57142857
Illinois,2023,3,9.296774194,3.038709677,0.568387097,0.377419355,68.16129032
Illinois,2023,4,17.04666667,2.506666667,1.127,0.319166667,60.9
Illinois,2023,5,25.37741935,1.241935484,2.268064516,0.157258065,50.80645161
Illinois,2023,6,29.28333333,0.85,2.841666667,0.1751,50.4
Illinois,2023,7,29.28709677,3.516129032,2.150967742,0.249129032,71.5483871
Illinois,2023,8,27.72903226,4.767741935,1.61483871,0.309516129,76.74193548
Illinois,2023,9,25.03333333,2.16,1.568,0.2529,71.96666667
Illinois,2023,10,17.53870968,2.109677419,1.008387097,0.311645161,70.41935484
Illinois,2023,11,10.67,0.84,0.673666667,0.275066667,65.6
Illinois,2023,12,7.048387097,2.2,0.386774194,0.354387097,76.32258065
Illinois,2024,1,-0.125806452,3.493548387,0.210322581,0.375032258,78.22580645
Illinois,2024,2,9.486206897,0.796551724,0.618965517,0.34162069,68.44827586
Illinois,2024,3,13.02903226,3.477419355,0.770322581,0.353516129,65.74193548
Illinois,2024,4,17.28,3.73,1.017666667,0.358133333,66.3
Illinois,2024,5,23.80322581,2.493548387,1.449032258,0.356677419,69.64516129
Illinois,2024,6,28.46333333,1.75,2.119,0.2552,65.56666667
Illinois,2024,7,27.87419355,4.816129032,1.649354839,0.303096774,75.25806452
Illinois,2024,8,27.92258065,1.248387097,1.778387097,0.252225806,71.90322581
Illinois,2024,9,25.76666667,0.65,1.927666667,0.217066667,63.93333333
Illinois,2024,10,20.80967742,1.112903226,1.554193548,0.188064516,56.4516129
Illinois,2024,11,11.46,3.416666667,0.547,0.369533333,75.1
Illinois,2024,12,4.077419355,1.838709677,0.311290323,0.357354839,75.67741935
Indiana,2000,1,0.070967742,2.096774194,0.254516129,0.35,75.19354839
Indiana,2000,2,5.851724138,2.693103448,0.409310345,0.374137931,76.51724138
Indiana,2000,3,12.4483871,1.851612903,0.800967742,0.364806452,66.70967742
Indiana,2000,4,15.59,3.253333333,0.957333333,0.359433333,65.8
Indiana,2000,5,22.7516129,3.316129032,1.296451613,0.350870968,70.4516129
Indiana,2000,6,25.26666667,5.746666667,1.469,0.360266667,71.43333333
Indiana,2000,7,25.51935484,2.538709677,1.266129032,0.327096774,77.67741935
Indiana,2000,8,26.2516129,4.174193548,1.352580645,0.336806452,77.87096774
Indiana,2000,9,22.32666667,2.42,1.193333333,0.312833333,73.83333333
Indiana,2000,10,18.82258065,2.612903226,1.073548387,0.346225806,71
Indiana,2000,11,8.03,2.636666667,0.503666667,0.3635,69.83333333
Indiana,2000,12,-3.906451613,2.280645161,0.127419355,0.375,79.29032258
Indiana,2001,1,0.196774194,0.777419355,0.180322581,0.373645161,82.22580645
Indiana,2001,2,4.571428571,2.389285714,0.383214286,0.389107143,65.82142857
Indiana,2001,3,6.987096774,0.925806452,0.551290323,0.358290323,64.61290323
Indiana,2001,4,18.55666667,2.483333333,1.186,0.3634,64.23333333
Indiana,2001,5,22.45806452,3.322580645,1.552580645,0.324645161,64.4516129
Indiana,2001,6,25.04,2.456666667,1.500333333,0.3251,72.5
Indiana,2001,7,27.7483871,3.322580645,1.611612903,0.272354839,74.4516129
Indiana,2001,8,27.3,3.651612903,1.537096774,0.299064516,75.41935484
Indiana,2001,9,22.29333333,1.65,1.306,0.298666667,72.23333333
Indiana,2001,10,16.46129032,5.7,0.907741935,0.357354839,68.16129032
Indiana,2001,11,14.26333333,2.28,0.694,0.3519,72.5
Indiana,2001,12,5.887096774,2.538709677,0.37483871,0.376193548,72.09677419
Indiana,2002,1,5.325806452,2.383870968,0.391612903,0.359967742,70.41935484
Indiana,2002,2,5.964285714,2.096428571,0.478214286,0.375892857,65.35714286
Indiana,2002,3,7.94516129,3.158064516,0.532580645,0.390806452,68.41935484
Indiana,2002,4,16.50333333,4.223333333,0.94,0.388266667,69.4
Indiana,2002,5,19.49032258,6.177419355,1.090322581,0.37416129,69.58064516
Indiana,2002,6,26.87,2.65,1.682666667,0.3286,71.76666667
Indiana,2002,7,29.98064516,1.75483871,2.267096774,0.215516129,65.09677419
Indiana,2002,8,28.49032258,1.732258065,1.939354839,0.226870968,69.41935484
Indiana,2002,9,26.51333333,2.383333333,2.051666667,0.220433333,64.53333333
Indiana,2002,10,15.26774194,1.551612903,0.891612903,0.299096774,69.70967742
Indiana,2002,11,7.693333333,1.813333333,0.438666667,0.3551,72.96666667
Indiana,2002,12,3.038709677,1.703225806,0.290322581,0.345903226,72.67741935
Indiana,2003,1,-2.329032258,1.064516129,0.216129032,0.36516129,65.70967742
Indiana,2003,2,-0.867857143,1.9,0.2025,0.386107143,73.07142857
Indiana,2003,3,10.61290323,2.090322581,0.690645161,0.393612903,69.87096774
Indiana,2003,4,17.41,2.646666667,1.086333333,0.3652,64.7
Indiana,2003,5,20.01612903,5.348387097,1.067419355,0.371258065,73.67741935
Indiana,2003,6,23.8,2.893333333,1.384333333,0.335933333,72.4
Indiana,2003,7,26.56774194,6.416129032,1.392580645,0.34616129,77.35483871
Indiana,2003,8,26.99354839,4.422580645,1.444516129,0.296419355,78.09677419
Indiana,2003,9,21.55333333,5.376666667,1.187666667,0.350933333,73.03333333
Indiana,2003,10,16.38709677,1.577419355,0.969032258,0.353354839,69.12903226
Indiana,2003,11,11.73,2.853333333,0.579333333,0.381333333,72.1
Indiana,2003,12,3.732258065,2.874193548,0.310645161,0.391419355,72
Indiana,2004,1,-1.24516129,1.980645161,0.241935484,0.373967742,66.29032258
Indiana,2004,2,2.975862069,0.755172414,0.316896552,0.382827586,75.5862069
Indiana,2004,3,10.72258065,3.367741935,0.658709677,0.38216129,67.61290323
Indiana,2004,4,17.23333333,1.1,1.183,0.333833333,60.83333333
Indiana,2004,5,23.41935484,4.464516129,1.371935484,0.357193548,72.12903226
Indiana,2004,6,24.95333333,3.556666667,1.453,0.340333333,72.36666667
Indiana,2004,7,26.02258065,3.212903226,1.436774194,0.311548387,75.74193548
Indiana,2004,8,24.37096774,3.448387097,1.310322581,0.301935484,75.67741935
Indiana,2004,9,24.91,0.353333333,1.651,0.244633333,67.03333333
Indiana,2004,10,17.56451613,2.84516129,1.091935484,0.286451613,68.5483871
Indiana,2004,11,11.16,4.446666667,0.510666667,0.382466667,74.06666667
Indiana,2004,12,3.14516129,1.809677419,0.281612903,0.381580645,74.16129032
Indiana,2005,1,0.932258065,6.835483871,0.19483871,0.382645161,76.58064516
Indiana,2005,2,5.164285714,2.296428571,0.368214286,0.39,74.60714286
Indiana,2005,3,7.370967742,1.287096774,0.586129032,0.374967742,64.41935484
Indiana,2005,4,17.62,2.433333333,1.26,0.3442,61.63333333
Indiana,2005,5,20.57741935,2.106451613,1.483870968,0.327903226,60.61290323
Indiana,2005,6,28.07666667,2.34,2.091666667,0.262,66.63333333
Indiana,2005,7,29.25806452,1.606451613,2.181612903,0.219,67.06451613
Indiana,2005,8,28.64193548,2.612903226,2.032580645,0.234580645,69.64516129
Indiana,2005,9,26.19,4.156666667,1.876333333,0.268033333,67.86666667
Indiana,2005,10,17.23548387,1.487096774,0.989677419,0.31316129,70.4516129
Indiana,2005,11,11.34666667,3.02,0.675333333,0.3623,62.96666667
Indiana,2005,12,-0.877419355,2.090322581,0.159032258,0.372677419,81.80645161
Indiana,2006,1,7.651612903,3.058064516,0.377741935,0.392516129,74.96774194
Indiana,2006,2,4.314285714,1.725,0.467142857,0.378,60.71428571
Indiana,2006,3,9.267741935,4.232258065,0.581612903,0.372225806,69.19354839
Indiana,2006,4,18.17,4.776666667,1.167,0.375566667,65.56666667
Indiana,2006,5,20.25483871,4.661290323,1.21,0.371741935,71.67741935
Indiana,2006,6,24.83,2.453333333,1.523666667,0.335866667,71.43333333
Indiana,2006,7,28.42903226,4.15483871,1.684193548,0.292193548,73.64516129
Indiana,2006,8,27.10645161,4.070967742,1.543548387,0.278193548,74.80645161
Indiana,2006,9,21.41666667,2.44,1.113666667,0.344733333,75.66666667
Indiana,2006,10,14.85483871,4.65483871,0.841612903,0.373516129,67.67741935
Indiana,2006,11,10.71333333,3.75,0.505,0.3791,77
Indiana,2006,12,6.74516129,3.664516129,0.397096774,0.389903226,71.70967742
Indiana,2007,1,2.729032258,3.041935484,0.275806452,0.381709677,73.22580645
Indiana,2007,2,-4.4,2.389285714,0.145357143,0.369392857,72.82142857
Indiana,2007,3,13.2,3.458064516,0.815806452,0.384935484,65.70967742
Indiana,2007,4,14.41666667,3.456666667,0.961,0.378466667,63.16666667
Indiana,2007,5,24.63870968,0.796774194,1.839354839,0.284387097,60
Indiana,2007,6,27.32666667,3.84,2.152333333,0.2525,61.7
Indiana,2007,7,26.95483871,1.841935484,1.849677419,0.258741935,67.19354839
Indiana,2007,8,30.51935484,2.94516129,2.418064516,0.221483871,64.4516129
Indiana,2007,9,26.42,1.856666667,2.033666667,0.241733333,60.83333333
Indiana,2007,10,20.91935484,2.258064516,1.423870968,0.28483871,64.16129032
Indiana,2007,11,9.586666667,2.483333333,0.578,0.3391,67
Indiana,2007,12,3.009677419,3.341935484,0.211290323,0.386,81.61290323
Indiana,2008,1,1.922580645,1.883870968,0.335806452,0.380064516,63.70967742
Indiana,2008,2,1.648275862,4.106896552,0.25862069,0.389758621,73.20689655
Indiana,2008,3,7.529032258,5.406451613,0.496774194,0.399870968,72.67741935
Indiana,2008,4,16.59666667,1.946666667,1.023666667,0.365966667,66.46666667
Indiana,2008,5,19.40967742,3.870967742,1.160322581,0.369451613,68.67741935
Indiana,2008,6,26.50666667,3.926666667,1.688333333,0.330133333,70.5
Indiana,2008,7,27.37741935,3.703225806,1.701612903,0.291580645,73.38709677
Indiana,2008,8,28.0516129,0.490322581,2.233870968,0.180129032,61.93548387
Indiana,2008,9,25.75,2.063333333,1.953,0.246666667,64.53333333
Indiana,2008,10,18.14193548,1.332258065,1.350645161,0.250354839,57.70967742
Indiana,2008,11,8.933333333,1.75,0.696333333,0.301533333,65.16666667
Indiana,2008,12,2.95483871,3.15483871,0.291290323,0.369483871,67.35483871
Indiana,2009,1,-1.85483871,1.15483871,0.224516129,0.358774194,69.38709677
Indiana,2009,2,4.182142857,2.217857143,0.361071429,0.383357143,70.92857143
Indiana,2009,3,12.2,2.932258065,0.776451613,0.373903226,61.22580645
Indiana,2009,4,15.47,5.743333333,0.963666667,0.389733333,68.16666667
Indiana,2009,5,21.44193548,2.54516129,1.367096774,0.358451613,66.74193548
Indiana,2009,6,25.72,4.996666667,1.460666667,0.3573,74.33333333
Indiana,2009,7,24.3516129,1.983870968,1.373870968,0.295451613,72.51612903
Indiana,2009,8,26.45483871,1.5,1.685806452,0.227935484,70.74193548
Indiana,2009,9,24.15666667,1.266666667,1.651666667,0.2195,66.46666667
Indiana,2009,10,14.09032258,4.725806452,0.723225806,0.354741935,71.83870968
Indiana,2009,11,11.63,1.55,0.563666667,0.3607,76.6
Indiana,2009,12,2.135483871,2.848387097,0.271612903,0.385354839,72.12903226
Indiana,2010,1,-1.629032258,1.161290323,0.171612903,0.380806452,77.74193548
Indiana,2010,2,-1.592857143,1.825,0.147857143,0.369357143,82.96428571
Indiana,2010,3,11.84516129,3.703225806,0.688387097,0.392548387,73.58064516
Indiana,2010,4,19.59,2.5,1.295,0.345633333,62.2
Indiana,2010,5,22.38064516,4.993548387,1.290322581,0.375548387,71.96774194
Indiana,2010,6,27.14666667,7.386666667,1.495666667,0.3852,76.9
Indiana,2010,7,28.60645161,2.9,1.659032258,0.315677419,74.93548387
Indiana,2010,8,28.91935484,1.348387097,1.954516129,0.240129032,70.22580645
Indiana,2010,9,25.08,1.56,1.894333333,0.236566667,60.13333333
Indiana,2010,10,19.65806452,1.283870968,1.616129032,0.23016129,52.74193548
Indiana,2010,11,11.85333333,4.053333333,0.793666667,0.297033333,64.8
Indiana,2010,12,-1.916129032,1.406451613,0.157096774,0.361548387,80.22580645
Indiana,2011,1,-2.103225806,1.122580645,0.182580645,0.368,73.70967742
Indiana,2011,2,3.528571429,3.792857143,0.293214286,0.391892857,76.92857143
Indiana,2011,3,10.27419355,2.45483871,0.656451613,0.378741935,64.5483871
Indiana,2011,4,17.37,8.73,0.914,0.3925,71.26666667
Indiana,2011,5,21.65806452,4.625806452,1.177741935,0.388870968,74.77419355
Indiana,2011,6,26.31333333,4.21,1.533,0.347366667,73.46666667
Indiana,2011,7,30.8,1.935483871,2.15,0.256677419,70.87096774
